Timestamp,Temperature,Humid,AQ_value,Sound_value,,,
16:14:46,9,86,11,11,,,
16:14:48,9,86,10,29,,,
16:14:49,9,86,10,29,,,
16:14:50,9,86,10,29,,,
16:14:52,9,86,10,776,,,
16:14:53,9,86,10,28,,,
16:14:54,9,86,10,28,,,
16:14:56,9,86,11,29,,,
16:14:57,9,86,10,28,,,
16:14:58,9,86,11,28,,,
16:15:00,9,86,9,29,,,
16:15:01,9,86,10,29,,,
16:15:02,9,86,11,29,,,
16:15:03,9,86,11,134,,,
16:15:05,9,86,10,29,,,
16:15:06,9,86,10,29,,,
16:15:07,9,86,11,33,,,
16:15:09,9,86,11,29,,,
16:15:10,9,86,10,28,,,
16:15:11,9,86,11,28,,,
16:15:13,9,86,11,29,,,
16:15:14,9,86,10,28,,,
16:15:15,9,86,11,296,,,
16:15:16,9,86,11,31,,,
16:15:18,9,86,11,29,,,
16:15:19,9,86,11,29,,,
16:15:20,9,86,10,29,,,
16:15:22,9,86,11,90,,,
16:15:23,9,86,10,29,,,
16:15:24,9,86,10,29,,,
16:15:26,9,86,11,30,,,
16:15:27,9,86,11,159,,,
16:15:28,9,86,11,182,,,
16:15:29,9,86,11,30,,,
16:15:31,9,86,11,30,,,
16:15:32,9,86,10,28,,,
16:15:33,9,86,11,30,,,
16:15:35,9,86,11,29,,,
16:15:36,9,86,11,29,,,
16:15:37,9,86,11,30,,,
16:15:39,9,86,10,29,,,
16:15:40,9,86,10,30,,,
16:15:41,9,86,10,29,,,
16:15:42,9,86,10,29,,,
16:15:44,9,86,11,75,,,
16:15:45,9,86,10,28,,,
16:15:46,9,86,11,29,,,
16:15:48,9,86,11,75,,,
16:15:49,9,86,9,29,,,
16:15:50,9,86,10,30,,,
16:15:52,9,86,10,30,,,
16:15:53,9,86,10,30,,,
16:15:54,9,86,11,115,,,
16:15:55,9,86,11,164,,,
16:15:57,9,86,10,36,,,
16:15:58,9,86,10,30,,,
16:15:59,9,86,11,29,,,
16:16:01,9,86,10,31,,,
16:16:02,9,86,9,30,,,
16:16:03,9,86,11,29,,,
16:16:05,9,86,11,191,,,
16:16:06,9,86,9,31,,,
16:16:07,9,86,10,139,,,
16:16:09,9,86,9,248,,,
16:16:10,9,86,10,30,,,
16:16:11,9,86,10,645,,,
16:16:12,9,86,10,30,,,
16:16:14,9,86,10,534,,,
16:16:15,9,86,9,30,,,
16:16:16,9,86,10,170,,,
Timestamp,Temperature,Humid,AQ_value,Sound_value,,,
16:16:24,9,86,11,81,,,
16:16:25,9,86,9,30,,,
16:16:27,9,86,10,201,,,
16:16:28,9,86,9,30,,,
16:16:29,9,86,10,30,,,
16:16:30,9,86,10,30,,,
16:16:32,9,86,11,30,,,
16:16:33,9,86,10,30,,,
16:16:34,9,86,10,31,,,
16:16:36,9,86,11,30,,,
16:16:37,9,86,11,31,,,
16:16:38,9,86,10,216,,,
16:16:40,9,86,10,31,,,
16:16:41,9,86,10,204,,,
16:16:42,9,86,10,117,,,
16:16:43,9,86,10,31,,,
Timestamp,Temperature,Humid,AQ_value,Sound_value,,,
16:16:50,9,86,11,31,,,
16:16:52,9,85,10,31,,,
16:16:53,9,85,11,30,,,
16:16:54,9,85,10,30,,,
16:16:55,9,86,10,88,,,
16:16:57,9,85,10,31,,,
16:16:58,9,85,10,31,,,
16:16:59,9,85,10,31,,,
16:17:01,9,85,9,33,,,
16:17:02,9,85,9,30,,,
16:17:03,9,85,10,339,,,
16:17:05,9,85,11,31,,,
16:17:06,9,85,10,31,,,
16:17:07,9,85,10,31,,,
16:17:08,9,85,10,31,,,
16:17:10,9,85,9,31,,,
16:17:11,9,85,10,31,,,
16:17:12,9,85,10,31,,,
16:17:14,9,85,10,31,,,
16:17:15,9,85,11,31,,,
16:17:16,9,85,10,53,,,
16:17:18,9,85,10,31,,,
16:17:19,9,85,9,30,,,
16:17:20,9,85,10,31,,,
16:17:22,9,85,9,31,,,
16:17:23,9,85,10,31,,,
16:17:24,9,85,10,31,,,
16:17:25,9,85,11,31,,,
16:17:27,9,85,9,31,,,
16:17:28,9,85,10,31,,,
16:17:29,9,85,10,779,,,
16:17:31,9,85,9,349,,,
16:17:32,9,85,10,147,,,
16:17:33,9,85,10,31,,,
16:17:35,9,85,11,31,,,
16:17:36,9,85,10,96,,,
16:17:37,9,84,10,31,,,
16:17:38,9,84,10,92,,,
16:17:40,9,84,10,171,,,
16:17:41,9,84,9,31,,,
16:17:42,9,85,10,32,,,
16:17:44,9,84,10,233,,,
16:17:45,9,84,10,100,,,
16:17:46,9,84,10,133,,,
16:17:48,9,84,11,31,,,
16:17:49,9,84,10,270,,,
Timestamp,Temperature,Humid,AQ_value,Sound_value,,,
16:18:01,9,84,11,33,,,
16:18:02,9,84,10,432,,,
16:18:04,9,85,10,32,,,
16:18:05,9,85,10,31,,,
16:18:06,9,85,9,374,,,
16:18:08,9,85,10,517,,,
16:18:09,9,85,10,71,,,
16:18:10,9,85,10,159,,,
16:18:11,9,84,10,35,,,
16:18:13,9,85,9,279,,,
16:18:14,9,84,9,348,,,
16:18:15,9,84,9,32,,,
16:18:17,9,84,9,32,,,
16:18:18,9,84,10,165,,,
16:18:19,9,84,10,758,,,
16:18:21,9,84,10,367,,,
16:18:22,9,84,10,33,,,
16:18:23,9,84,10,32,,,
16:18:24,9,85,10,33,,,
16:18:26,9,84,10,32,,,
16:18:27,9,85,9,32,,,
16:18:28,9,84,10,30,,,
16:18:30,9,85,10,33,,,
16:18:31,9,84,10,33,,,
16:18:32,9,84,9,102,,,
16:18:34,9,84,10,33,,,
16:18:35,9,84,10,263,,,
16:18:36,9,85,10,38,,,
Timestamp,Temperature,Humid,AQ_value,Sound_value,,,
16:18:42,9,85,11,32,,,
16:18:44,9,85,10,33,,,
16:18:45,9,85,10,32,,,
16:18:46,9,85,10,117,,,
16:18:48,9,85,10,780,,,
16:18:49,9,85,9,33,,,
16:18:50,9,85,9,9,,,
16:18:52,9,85,10,33,,,
16:18:53,9,85,9,185,,,
16:18:54,9,85,9,155,,,
16:18:55,9,85,10,33,,,
16:18:57,9,85,9,32,,,
16:18:58,9,85,10,33,,,
16:18:59,9,85,10,33,,,
16:19:01,9,85,10,33,,,
16:19:02,9,85,9,32,,,
16:19:03,9,85,10,145,,,
16:19:05,9,85,9,33,,,
16:19:06,9,85,9,33,,,
16:19:07,9,85,10,33,,,
16:19:08,9,85,10,219,,,
16:19:10,9,85,10,32,,,
16:19:11,9,85,8,8,,,
16:19:12,9,85,9,33,,,
16:19:14,9,85,9,110,,,
16:19:15,9,85,10,34,,,
16:19:16,9,85,9,239,,,
16:19:18,9,85,10,32,,,
16:19:19,9,85,10,33,,,
16:19:20,9,85,11,33,,,
16:19:22,9,85,9,34,,,
16:19:23,9,85,9,33,,,
16:19:24,9,85,10,33,,,
16:19:25,9,85,10,34,,,
Timestamp,Temperature,Humid,AQ_value,Sound_value,,,
16:19:33,9,85,10,353,,,
16:19:34,9,85,10,75,,,
16:19:36,9,85,10,34,,,
16:19:37,9,85,9,776,,,
16:19:38,9,85,10,34,,,
16:19:40,9,85,9,34,,,
16:19:41,9,85,9,286,,,
16:19:42,9,85,10,35,,,
16:19:43,9,85,9,33,,,
16:19:45,9,85,10,34,,,
16:19:46,9,85,9,34,,,
16:19:47,9,85,9,34,,,
16:19:49,9,85,9,34,,,
16:19:50,9,85,10,34,,,
16:19:51,9,85,9,34,,,
16:19:53,9,85,10,33,,,
16:19:54,9,85,10,34,,,
16:19:55,9,85,10,74,,,
Timestamp,Temperature,Humid,AQ_value,Sound_value,,,
16:20:05,9,85,10,84,,,
16:20:06,9,85,10,37,,,
16:20:07,9,85,10,95,,,
16:20:09,9,85,9,39,,,
16:20:10,9,85,9,34,,,
16:20:11,9,85,10,252,,,
16:20:13,9,85,10,36,,,
16:20:14,9,85,10,34,,,
16:20:15,9,85,10,34,,,
16:20:17,9,85,10,35,,,
16:20:18,9,85,9,34,,,
16:20:19,9,85,10,35,,,
16:20:20,9,85,10,34,,,
16:20:22,9,85,10,34,,,
Timestamp,Temperature,Humid,AQ_value,Sound_value,,,
16:20:43,9,85,10,124,,,
16:20:44,9,85,9,35,,,
16:20:46,9,86,10,35,,,
16:20:47,9,85,10,40,,,
16:20:48,9,85,10,34,,,
16:20:50,9,86,9,35,,,
16:20:51,9,86,9,35,,,
16:20:52,9,86,10,35,,,
16:20:54,9,86,10,151,,,
16:20:55,9,86,9,34,,,
16:20:56,9,86,9,35,,,
16:20:57,9,86,9,88,,,
16:20:59,9,86,10,39,,,
16:21:00,9,85,9,35,,,
16:21:01,9,85,9,35,,,
16:21:03,9,85,10,35,,,
16:21:04,9,85,10,35,,,
16:21:05,9,85,9,40,,,
16:21:07,9,85,9,34,,,
16:21:08,9,85,10,216,,,
16:21:09,9,86,9,36,,,
16:21:11,9,85,10,34,,,
16:21:12,9,86,9,35,,,
16:21:13,9,85,10,34,,,
16:21:14,9,85,9,35,,,
16:21:16,9,85,10,35,,,
16:21:17,9,85,8,100,,,
16:21:18,9,85,10,35,,,
16:21:20,9,85,10,34,,,
16:21:21,9,85,9,321,,,
16:21:22,9,85,9,404,,,
16:21:24,9,85,9,480,,,
16:21:25,9,85,10,36,,,
16:21:26,9,85,9,35,,,
16:21:27,9,85,10,36,,,
16:21:29,9,85,9,35,,,
16:21:30,9,85,9,35,,,
16:21:31,9,85,10,47,,,
16:21:33,9,85,9,507,,,
16:21:34,9,85,9,62,,,
16:21:35,9,85,9,108,,,
16:21:37,9,85,9,218,,,
16:21:38,9,85,8,35,,,
16:21:39,9,85,10,35,,,
16:21:40,9,86,10,35,,,
16:21:42,9,85,9,35,,,
16:21:43,9,85,9,124,,,
16:21:44,9,85,10,35,,,
16:21:46,9,85,9,36,,,
16:21:47,9,85,9,36,,,
16:21:48,9,85,9,35,,,
16:21:50,9,85,10,36,,,
16:21:51,9,85,9,35,,,
16:21:52,9,85,9,36,,,
16:21:53,9,85,9,36,,,
16:21:55,9,85,9,35,,,
16:21:56,9,85,9,36,,,
16:21:57,9,85,9,36,,,
16:21:59,9,85,9,202,,,
16:22:00,9,85,9,99,,,
16:22:01,9,85,9,36,,,
16:22:03,9,85,9,36,,,
16:22:04,9,85,9,73,,,
16:22:05,9,85,9,36,,,
16:22:06,9,85,10,37,,,
16:22:08,9,85,10,107,,,
16:22:09,9,85,9,35,,,
16:22:10,9,85,9,37,,,
16:22:12,9,85,9,36,,,
16:22:13,9,85,9,103,,,
16:22:14,9,85,9,36,,,
16:22:16,9,85,9,623,,,
16:22:17,9,85,10,463,,,
16:22:18,9,85,9,784,,,
16:22:20,9,85,9,107,,,
16:22:21,9,85,10,607,,,
16:22:22,9,85,8,307,,,
16:22:23,9,85,9,36,,,
16:22:25,9,85,9,74,,,
16:22:26,9,85,10,36,,,
16:22:27,9,85,9,453,,,
16:22:29,9,85,9,35,,,
16:22:30,9,85,9,37,,,
16:22:31,9,85,9,37,,,
16:22:33,9,85,9,394,,,
16:22:34,9,85,9,37,,,
16:22:35,9,85,10,37,,,
16:22:36,9,85,9,37,,,
16:22:38,9,85,10,224,,,
16:22:39,9,85,9,36,,,
16:22:40,9,85,9,254,,,
16:22:42,9,85,9,36,,,
16:22:43,9,85,9,81,,,
16:22:44,9,85,8,36,,,
16:22:46,9,85,8,37,,,
16:22:47,9,85,9,36,,,
16:22:48,9,85,10,117,,,
16:22:49,9,85,9,37,,,
16:22:51,9,85,8,36,,,
16:22:52,9,85,9,37,,,
16:22:53,9,85,9,37,,,
16:22:55,9,85,9,37,,,
16:22:56,9,85,9,36,,,
16:22:57,9,85,9,37,,,
16:22:59,9,85,9,36,,,
16:23:00,9,85,9,36,,,
16:23:01,9,85,9,66,,,
16:23:03,9,85,8,37,,,
16:23:04,9,85,9,37,,,
16:23:05,9,85,9,75,,,
16:23:06,9,85,9,37,,,
16:23:08,9,85,9,37,,,
16:23:09,9,85,8,37,,,
16:23:10,9,85,9,101,,,
16:23:12,9,85,9,47,,,
16:23:13,9,85,8,37,,,
16:23:14,9,85,9,37,,,
16:23:16,9,85,9,37,,,
16:23:17,9,85,9,37,,,
16:23:18,9,85,9,143,,,
16:23:19,9,85,10,265,,,
16:23:21,9,85,9,38,,,
16:23:22,9,85,9,38,,,
16:23:23,9,85,9,38,,,
16:23:25,9,85,9,92,,,
16:23:26,9,85,9,37,,,
16:23:27,9,85,9,38,,,
16:23:29,9,85,9,38,,,
16:23:30,9,85,8,37,,,
16:23:31,9,85,9,38,,,
16:23:32,9,85,9,37,,,
16:23:34,9,85,9,37,,,
16:23:35,9,85,9,38,,,
16:23:36,9,85,9,37,,,
16:23:38,9,85,9,37,,,
16:23:39,9,85,9,38,,,
16:23:40,9,85,8,8,,,
16:23:42,9,85,9,785,,,
16:23:43,9,85,9,241,,,
16:23:44,9,85,10,39,,,
16:23:45,9,85,9,93,,,
16:23:47,9,85,9,38,,,
16:23:48,9,85,9,43,,,
16:23:49,9,85,9,37,,,
16:23:51,9,85,9,85,,,
16:23:52,9,85,9,38,,,
16:23:53,9,85,9,38,,,
16:23:55,9,85,8,74,,,
16:23:56,9,85,9,126,,,
16:23:57,9,85,9,142,,,
16:23:58,9,85,9,38,,,
16:24:00,9,85,9,358,,,
16:24:01,9,85,9,38,,,
16:24:02,9,85,9,38,,,
16:24:04,9,85,9,38,,,
16:24:05,9,85,10,262,,,
16:24:06,9,85,9,38,,,
16:24:08,9,85,8,39,,,
16:24:09,9,85,9,37,,,
16:24:10,9,85,9,187,,,
16:24:11,9,85,9,167,,,
16:24:13,9,85,9,37,,,
16:24:14,9,85,8,38,,,
16:24:15,9,85,9,37,,,
16:24:17,9,85,10,89,,,
16:24:18,9,85,9,61,,,
16:24:19,9,85,9,40,,,
16:24:21,9,85,9,38,,,
16:24:22,9,85,9,38,,,
16:24:23,9,85,8,38,,,
16:24:24,9,85,9,38,,,
16:24:26,9,85,9,39,,,
16:24:27,9,85,9,39,,,
16:24:28,9,85,9,38,,,
16:24:30,9,85,9,39,,,
16:24:31,9,85,9,39,,,
16:24:32,9,85,9,39,,,
16:24:34,9,85,9,39,,,
16:24:35,9,85,8,39,,,
16:24:36,9,85,9,38,,,
16:24:37,9,85,9,77,,,
16:24:39,9,85,8,38,,,
16:24:40,9,85,9,257,,,
16:24:41,9,85,8,103,,,
16:24:43,9,85,9,39,,,
16:24:44,9,85,9,171,,,
16:24:45,9,85,9,99,,,
16:24:47,9,85,9,209,,,
16:24:48,9,85,9,38,,,
16:24:49,9,85,9,85,,,
16:24:51,9,85,9,39,,,
16:24:52,9,85,8,38,,,
16:24:53,9,85,8,39,,,
16:24:54,9,85,8,376,,,
16:24:56,9,85,8,175,,,
16:24:57,9,85,9,39,,,
16:24:58,9,85,9,39,,,
16:25:00,9,85,10,39,,,
16:25:01,9,85,9,39,,,
16:25:02,9,85,9,39,,,
16:25:04,9,85,9,39,,,
16:25:05,9,85,9,39,,,
16:25:06,9,85,10,114,,,
16:25:07,9,85,9,39,,,
16:25:09,9,85,9,39,,,
16:25:10,9,85,9,39,,,
16:25:11,9,85,9,40,,,
16:25:13,9,85,9,39,,,
16:25:14,9,85,9,38,,,
16:25:15,9,85,8,38,,,
16:25:17,9,85,9,39,,,
16:25:18,9,85,8,39,,,
16:25:19,9,85,9,221,,,
16:25:20,9,85,9,38,,,
16:25:22,9,85,9,39,,,
16:25:23,9,85,9,257,,,
16:25:24,9,85,9,76,,,
16:25:26,9,85,10,38,,,
16:25:27,9,85,8,39,,,
16:25:28,9,85,9,56,,,
16:25:30,9,85,9,39,,,
16:25:31,9,85,9,39,,,
16:25:32,9,86,8,39,,,
16:25:34,9,85,9,92,,,
16:25:35,9,85,10,41,,,
16:25:36,9,85,10,40,,,
16:25:37,9,85,9,39,,,
16:25:39,9,85,9,376,,,
16:25:40,9,85,9,39,,,
16:25:41,9,85,9,96,,,
Timestamp,Temperature,Humid,AQ_value,Sound_value,,,
16:25:49,9,85,9,41,,,
16:25:50,9,86,9,40,,,
16:25:51,9,86,9,40,,,
16:25:53,9,86,9,158,,,
16:25:54,9,86,9,217,,,
16:25:55,9,86,9,665,,,
16:25:57,9,86,8,136,,,
16:25:58,9,86,8,252,,,
16:25:59,9,86,9,40,,,
16:26:00,9,86,9,39,,,
16:26:02,9,86,9,39,,,
16:26:03,9,86,9,39,,,
16:26:04,9,86,9,39,,,
16:26:06,9,86,10,40,,,
16:26:07,9,86,9,39,,,
16:26:08,9,86,9,215,,,
16:26:10,9,86,9,514,,,
16:26:11,9,86,9,40,,,
16:26:12,9,86,9,40,,,
16:26:13,9,86,7,7,,,
16:26:15,9,86,9,40,,,
16:26:16,9,86,8,287,,,
16:26:17,9,86,9,43,,,
16:26:19,9,86,9,43,,,
16:26:20,9,86,9,70,,,
16:26:21,9,86,8,41,,,
16:26:23,9,86,9,124,,,
16:26:24,9,86,9,40,,,
16:26:25,9,86,9,143,,,
16:26:26,9,86,9,205,,,
16:26:28,9,86,9,40,,,
16:26:29,9,86,9,40,,,
16:26:30,9,86,8,39,,,
16:26:32,9,86,9,40,,,
16:26:33,9,86,8,41,,,
16:26:34,9,86,9,41,,,
16:26:36,9,86,9,41,,,
16:26:37,9,86,9,40,,,
16:26:38,9,86,9,41,,,
16:26:39,9,86,8,40,,,
16:26:41,9,86,8,39,,,
16:26:42,9,86,9,40,,,
16:26:43,9,86,9,41,,,
16:26:45,9,86,9,41,,,
16:26:46,9,86,10,101,,,
16:26:47,9,86,9,41,,,
16:26:49,9,86,9,40,,,
16:26:50,9,86,7,40,,,
16:26:51,9,86,8,61,,,
16:26:52,9,86,9,178,,,
16:26:54,9,86,9,158,,,
16:26:55,9,86,9,41,,,
16:26:56,9,86,9,41,,,
16:26:58,9,86,8,41,,,
16:26:59,9,86,9,41,,,
16:27:00,9,86,9,41,,,
16:27:02,9,86,9,41,,,
16:27:03,9,86,9,40,,,
16:27:04,9,86,9,41,,,
16:27:06,9,86,9,341,,,
16:27:07,9,86,9,41,,,
16:27:08,9,87,8,39,,,
16:27:09,9,86,9,40,,,
16:27:11,9,86,9,304,,,
16:27:12,9,86,9,41,,,
16:27:13,9,87,8,41,,,
16:27:15,9,86,9,226,,,
16:27:16,9,86,9,41,,,
16:27:17,9,87,9,41,,,
16:27:19,9,86,10,40,,,
16:27:20,9,87,8,41,,,
16:27:21,9,86,8,41,,,
16:27:22,9,87,9,41,,,
16:27:24,9,86,9,100,,,
Timestamp,Temperature,Humid,AQ_value,Sound_value,,,
16:27:30,9,87,9,42,,,
16:27:32,9,87,10,41,,,
16:27:33,9,87,9,41,,,
16:27:34,9,87,9,41,,,
16:27:36,9,87,9,41,,,
16:27:37,9,87,8,41,,,
16:27:38,9,87,9,41,,,
16:27:39,9,87,9,40,,,
16:27:41,9,87,9,42,,,
16:27:42,9,87,9,42,,,
16:27:43,9,87,9,42,,,
16:27:45,9,87,9,41,,,
16:27:46,9,87,8,106,,,
16:27:47,9,87,9,42,,,
16:27:49,9,87,9,41,,,
16:27:50,9,87,7,41,,,
16:27:51,9,87,9,41,,,
16:27:53,9,87,9,41,,,
16:27:54,9,87,9,41,,,
16:27:55,9,87,9,41,,,
16:27:56,9,87,8,127,,,
16:27:58,9,87,9,219,,,
16:27:59,9,87,9,41,,,
16:28:00,9,87,9,216,,,
16:28:02,9,87,9,193,,,
16:28:03,9,87,9,42,,,
16:28:04,9,87,10,41,,,
16:28:06,9,87,9,42,,,
16:28:07,9,87,9,41,,,
16:28:08,9,87,8,42,,,
16:28:09,9,87,9,42,,,
16:28:11,9,87,9,42,,,
16:28:12,9,87,8,42,,,
16:28:13,9,87,9,42,,,
16:28:15,9,87,9,248,,,
16:28:16,9,87,9,42,,,
16:28:17,9,87,9,41,,,
16:28:19,9,87,9,42,,,
16:28:20,9,87,8,55,,,
16:28:21,9,87,9,42,,,
16:28:22,9,87,9,42,,,
16:28:24,9,87,8,220,,,
16:28:25,9,87,9,42,,,
Timestamp,Temperature,Humid,AQ_value,Sound_value,,,
Timestamp,Temperature,Humid,AQ_value,Sound_value,,,
16:28:43,9,87,9,741,,,
16:28:45,8,88,9,54,,,
16:28:46,8,88,9,42,,,
16:28:47,8,88,8,42,,,
16:28:49,8,88,9,43,,,
16:28:50,8,88,8,344,,,
16:28:51,8,88,8,42,,,
16:28:53,8,88,9,501,,,
16:28:54,8,88,7,42,,,
16:28:55,8,88,8,43,,,
16:28:57,8,88,8,385,,,
16:28:58,8,88,9,43,,,
16:28:59,9,88,8,42,,,
16:29:00,9,88,8,42,,,
16:29:02,9,88,8,43,,,
16:29:03,9,88,9,42,,,
16:29:04,9,88,8,43,,,
16:29:06,9,88,8,43,,,
16:29:07,9,88,10,790,,,
16:29:08,9,88,9,43,,,
16:29:10,9,88,9,43,,,
16:29:11,9,88,8,42,,,
16:29:12,9,88,8,43,,,
16:29:13,9,88,9,42,,,
16:29:15,9,88,8,42,,,
16:29:16,9,88,9,43,,,
16:29:17,9,88,7,43,,,
16:29:19,9,88,9,43,,,
16:29:20,9,88,8,43,,,
16:29:21,9,88,8,42,,,
16:29:23,9,88,7,203,,,
16:29:24,9,88,9,436,,,
16:29:25,9,88,8,42,,,
16:29:26,9,88,9,400,,,
16:29:28,9,88,9,179,,,
16:29:29,9,88,8,790,,,
16:29:30,9,88,8,314,,,
16:29:32,9,88,7,774,,,
16:29:33,9,88,7,42,,,
16:29:34,9,88,8,43,,,
16:29:36,9,88,8,43,,,
16:29:37,9,88,9,178,,,
16:29:38,9,88,7,42,,,
16:29:39,9,88,9,215,,,
16:29:41,9,88,9,43,,,
16:29:42,9,88,9,260,,,
16:29:43,9,88,8,43,,,
16:29:45,9,88,9,43,,,
16:29:46,9,88,7,43,,,
16:29:47,9,88,8,43,,,
16:29:49,9,88,9,43,,,
16:29:50,9,87,8,43,,,
16:29:51,9,88,8,43,,,
16:29:52,9,88,9,43,,,
16:29:54,9,88,8,43,,,
16:29:55,9,88,8,43,,,
16:29:56,9,88,9,123,,,
16:29:58,9,88,9,93,,,
16:29:59,9,88,8,43,,,
16:30:00,9,88,9,193,,,
16:30:02,9,88,8,43,,,
16:30:03,9,88,8,43,,,
16:30:04,9,88,8,77,,,
